buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,houseType,monthlyRent,preDeposit,preMonthlyRent,sggCd,totalFloorAr,umdNm,useRRRight
,, ,16,1,2014,"3,000",다가구,0,,,11410,37.68,북아현동, 
1996,, ,15,1,2014,500,다가구,45,,,11410,33,홍은동, 
1989,, ,22,1,2014,"5,500",다가구,0,,,11410,40,홍은동, 
2009,, ,29,1,2014,500,다가구,55,,,11410,191.3,홍은동, 
1986,, ,7,1,2014,"1,200",다가구,11,,,11410,47,홍은동, 
1991,, ,4,1,2014,"9,500",단독,0,,,11410,48.93,북가좌동, 
1993,, ,17,1,2014,"1,000",다가구,30,,,11410,45,홍은동, 
,, ,1,1,2014,"1,500",다가구,50,,,11410,33,홍은동, 
1997,, ,25,2,2014,"7,500",다가구,0,,,11410,27.87,연희동, 
1971,, ,25,2,2014,"7,000",단독,0,,,11410,21,연희동, 
1996,, ,28,2,2014,"5,900",다가구,0,,,11410,33,홍은동, 
1975,, ,1,2,2014,300,다가구,35,,,11410,14,홍은동, 
1991,, ,19,2,2014,"6,000",다가구,0,,,11410,61.14,홍은동, 
1997,, ,10,2,2014,"7,000",다가구,0,,,11410,80,홍은동, 
2000,, ,8,2,2014,"7,000",다가구,10,,,11410,43,홍은동, 
1976,, ,22,2,2014,"11,000",단독,0,,,11410,82.31,홍은동, 
1994,, ,8,2,2014,"1,000",다가구,35,,,11410,40,홍은동, 
1993,, ,17,2,2014,"5,000",다가구,0,,,11410,40.35,북가좌동, 
1984,, ,27,3,2014,"10,000",단독,0,,,11410,105.73,홍제동, 
1976,, ,31,3,2014,"5,000",단독,0,,,11410,73.72,홍은동, 
,, ,15,3,2014,"9,000",다가구,0,,,11410,56.01,남가좌동, 
1995,, ,1,3,2014,"10,000",다가구,40,,,11410,84.68,북가좌동, 
1992,, ,10,3,2014,"4,000",단독,0,,,11410,33.49,홍제동, 
1997,, ,24,3,2014,"5,000",다가구,0,,,11410,23.4,홍제동, 
1970,, ,19,3,2014,"9,000",단독,0,,,11410,44.23,홍제동, 
1991,, ,22,3,2014,"6,500",다가구,0,,,11410,49.44,홍제동, 
2003,, ,3,3,2014,"7,500",다가구,0,,,11410,20,대신동, 
1991,, ,15,3,2014,500,다가구,23,,,11410,38.85,홍은동, 
1984,, ,26,4,2014,"3,000",다가구,0,,,11410,31,북가좌동, 
,, ,1,4,2014,"7,500",다가구,0,,,11410,35,옥천동, 
1990,, ,13,4,2014,"5,000",다가구,0,,,11410,45,홍은동, 
1992,, ,25,4,2014,"5,000",다가구,0,,,11410,30.8,홍은동, 
1991,, ,15,4,2014,"6,000",다가구,0,,,11410,41.81,연희동, 
2012,, ,26,4,2014,"8,000",다가구,0,,,11410,31.65,남가좌동, 
1988,, ,28,4,2014,"9,000",다가구,0,,,11410,44.82,홍은동, 
1975,, ,12,4,2014,"4,000",단독,0,,,11410,39.57,홍제동, 
1997,, ,29,4,2014,"7,000",다가구,10,,,11410,39,연희동, 
1987,, ,22,4,2014,"7,000",단독,0,,,11410,51.03,북가좌동, 
1991,, ,22,5,2014,"8,000",다가구,0,,,11410,54.95,홍은동, 
1989,, ,1,5,2014,"5,000",단독,0,,,11410,80.59,홍제동, 
1979,, ,20,5,2014,100,단독,30,,,11410,26,홍은동, 
1990,, ,8,5,2014,"6,000",다가구,0,,,11410,40,홍제동, 
1992,, ,14,5,2014,500,다가구,28,,,11410,26.72,북아현동, 
1979,, ,12,5,2014,"6,000",단독,0,,,11410,36.5,홍은동, 
,, ,29,5,2014,"5,000",단독,0,,,11410,88.26,남가좌동, 
1995,, ,24,5,2014,"2,000",다가구,50,,,11410,60.61,홍제동, 
1994,, ,21,5,2014,"3,200",다가구,0,,,11410,60.305,홍은동, 
2001,, ,12,5,2014,"6,500",단독,0,,,11410,53.94,홍은동, 
1990,, ,26,6,2014,"10,000",다가구,0,,,11410,52.32,북가좌동, 
1989,, ,4,6,2014,"6,000",다가구,0,,,11410,33,남가좌동, 
1991,, ,10,6,2014,"6,000",다가구,5,,,11410,43.99,북아현동, 
1991,, ,20,6,2014,500,다가구,30,,,11410,36,연희동, 
1996,, ,30,6,2014,"7,000",다가구,0,,,11410,27.8,연희동, 
1995,, ,17,6,2014,500,다가구,45,,,11410,39.68,북아현동, 
,, ,16,6,2014,"10,500",다가구,0,,,11410,62.85,홍제동, 
1988,, ,17,6,2014,"8,000",단독,0,,,11410,45.74,연희동, 
1976,, ,17,6,2014,"5,000",단독,0,,,11410,64,홍제동, 
2004,, ,16,6,2014,"14,000",다가구,0,,,11410,42.39,창천동, 
1990,, ,23,7,2014,"7,000",다가구,0,,,11410,40.8,북아현동, 
1991,, ,11,7,2014,"6,000",다가구,0,,,11410,38.73,북가좌동, 
2003,, ,12,7,2014,"12,000",다가구,0,,,11410,60,북가좌동, 
1990,, ,26,7,2014,"1,500",다가구,20,,,11410,35.59,홍은동, 
2007,, ,31,7,2014,"11,000",다가구,30,,,11410,96.45,홍은동, 
2010,, ,21,7,2014,500,다가구,45,,,11410,22.44,홍은동, 
1989,, ,8,7,2014,"9,000",다가구,0,,,11410,46.89,남가좌동, 
1992,, ,15,7,2014,"3,200",다가구,0,,,11410,33.96,홍제동, 
1998,, ,26,7,2014,"7,000",다가구,0,,,11410,44.26,홍은동, 
1997,, ,4,7,2014,"10,000",다가구,20,,,11410,84.56,북가좌동, 
2012,, ,8,8,2014,"11,500",단독,0,,,11410,29.67,북가좌동, 
1973,, ,18,8,2014,"5,500",다가구,0,,,11410,15,연희동, 
1994,, ,21,8,2014,"10,000",다가구,0,,,11410,52.39,홍제동, 
1989,, ,26,8,2014,"7,500",다가구,0,,,11410,64.5,홍제동, 
1977,, ,23,8,2014,"2,000",단독,20,,,11410,84.06,홍제동, 
,, ,30,8,2014,"4,000",다가구,0,,,11410,24,남가좌동, 
1991,, ,26,8,2014,"2,000",다가구,30,,,11410,47,북가좌동, 
1973,, ,25,8,2014,"10,000",단독,0,,,11410,21.95,홍제동, 
1993,, ,29,8,2014,"8,000",다가구,0,,,11410,59.5,연희동, 
2014,, ,25,8,2014,"17,000",다가구,0,,,11410,59.91,북가좌동, 
2003,, ,16,9,2014,"12,000",다가구,0,,,11410,63.72,창천동, 
1991,, ,28,9,2014,"1,000",다가구,40,,,11410,18,연희동, 
1995,, ,23,9,2014,"4,000",다가구,0,,,11410,13.05,홍제동, 
1991,, ,20,9,2014,"7,000",단독,0,,,11410,46.62,창천동, 
1998,, ,11,9,2014,300,다가구,26,,,11410,21.45,홍은동, 
,, ,21,9,2014,"12,000",다가구,0,,,11410,84.66,홍은동, 
1993,, ,2,9,2014,"2,000",다가구,65,,,11410,55,연희동, 
2008,, ,22,9,2014,"10,000",다가구,0,,,11410,44.19,홍제동, 
1997,, ,18,9,2014,"9,000",다가구,0,,,11410,40,창천동, 
1977,, ,13,9,2014,"12,000",단독,0,,,11410,61.16,홍은동, 
1995,, ,15,10,2014,"2,500",다가구,0,,,11410,33,홍은동, 
1980,, ,3,10,2014,"9,000",단독,0,,,11410,51.24,북가좌동, 
1993,, ,25,10,2014,"2,000",다가구,30,,,11410,48.12,남가좌동, 
1990,, ,25,10,2014,"16,000",다가구,0,,,11410,67.62,홍제동, 
1996,, ,27,10,2014,100,다가구,10,,,11410,31.59,홍은동, 
1994,, ,14,10,2014,"9,000",단독,0,,,11410,14.52,홍제동, 
1988,, ,27,10,2014,"8,000",다가구,0,,,11410,74,연희동, 
1991,, ,27,10,2014,"5,700",다가구,0,,,11410,38.66,홍은동, 
1996,, ,23,10,2014,"5,000",다가구,0,,,11410,30,홍제동, 
1992,, ,24,10,2014,"4,500",다가구,0,,,11410,61.76,홍은동, 
1989,, ,14,11,2014,"10,700",단독,0,,,11410,76.65,북가좌동, 
1993,, ,7,11,2014,"8,000",다가구,0,,,11410,51.04,홍은동, 
1973,, ,25,11,2014,"33,000",단독,0,,,11410,76.36,연희동, 
1992,, ,25,11,2014,"4,000",단독,50,,,11410,55,연희동, 
1990,, ,2,11,2014,"8,000",다가구,0,,,11410,34,홍제동, 
1986,, ,19,11,2014,"3,000",다가구,0,,,11410,26.65,홍제동, 
,, ,27,11,2014,"4,000",다가구,0,,,11410,17,홍제동, 
1997,, ,19,11,2014,"7,300",다가구,0,,,11410,163,홍은동, 
2002,, ,15,11,2014,"4,500",다가구,0,,,11410,59.77,홍제동, 
1990,, ,12,11,2014,"8,000",다가구,0,,,11410,62.1,남가좌동, 
1997,, ,19,12,2014,"5,000",다가구,35,,,11410,50.6,홍제동, 
1991,, ,29,12,2014,"5,000",다가구,60,,,11410,62.52,홍제동, 
1991,, ,7,12,2014,"3,000",단독,0,,,11410,32.13,홍제동, 
1993,, ,31,12,2014,500,다가구,25,,,11410,26.57,북아현동, 
1969,, ,23,12,2014,"13,000",단독,0,,,11410,105.5,홍제동, 
1960,, ,18,12,2014,"12,500",단독,10,,,11410,55.74,홍제동, 
1993,, ,12,12,2014,"5,000",다가구,0,,,11410,45,홍제동, 
1966,, ,29,12,2014,"11,000",단독,0,,,11410,42.41,홍제동, 
1992,, ,10,12,2014,"5,000",다가구,0,,,11410,30,연희동, 
1976,, ,12,12,2014,"35,000",단독,0,,,11410,160,연희동, 
1995,, ,12,1,2015,"2,000",단독,35,,,11410,25,창천동, 
1976,, ,2,1,2015,"3,000",단독,68,,,11410,58.81,홍제동, 
1976,, ,2,1,2015,"2,000",단독,55,,,11410,58.81,홍제동, 
,, ,31,1,2015,"10,000",다가구,0,,,11410,36.44,홍은동, 
2003,, ,26,1,2015,300,다가구,37,,,11410,12,홍은동, 
1990,, ,26,1,2015,900,다가구,48,,,11410,113.4,창천동, 
2003,, ,15,1,2015,"5,000",다가구,0,,,11410,23.14,홍은동, 
1985,, ,23,1,2015,"6,000",단독,0,,,11410,57.42,홍제동, 
1991,, ,13,1,2015,"14,000",다가구,0,,,11410,63.34,홍은동, 
1991,, ,22,1,2015,"3,000",다가구,10,,,11410,39,홍은동, 
1992,, ,9,2,2015,"9,000",다가구,0,,,11410,52.8,홍은동, 
2003,, ,12,2,2015,"11,000",다가구,0,,,11410,42,북가좌동, 
1991,, ,9,2,2015,"1,000",단독,30,,,11410,32.85,홍제동, 
1975,, ,14,2,2015,"8,000",단독,0,,,11410,69.02,북가좌동, 
1936,, ,14,2,2015,"13,000",다가구,0,,,11410,56.19,북아현동, 
,, ,9,2,2015,"10,000",다가구,0,,,11410,84,남가좌동, 
1996,, ,12,2,2015,"17,000",단독,0,,,11410,40,옥천동, 
1990,, ,10,2,2015,"8,000",다가구,0,,,11410,54.96,남가좌동, 
,, ,7,2,2015,"3,500",다가구,10,,,11410,13.2,홍은동, 
1989,, ,6,2,2015,"10,000",다가구,0,,,11410,63.88,남가좌동, 
1996,, ,28,3,2015,"13,000",다가구,0,,,11410,48.26,남가좌동, 
1990,, ,28,3,2015,"13,000",단독,0,,,11410,51.22,북가좌동, 
1994,, ,17,3,2015,"14,000",다가구,0,,,11410,100.53,홍은동, 
2015,, ,10,3,2015,"5,500",다가구,0,,,11410,14,홍은동, 
1990,, ,18,3,2015,"7,000",단독,0,,,11410,37,남가좌동, 
1997,, ,31,3,2015,700,다가구,20,,,11410,30,북가좌동, 
1991,, ,21,3,2015,"13,000",다가구,0,,,11410,74.97,홍은동, 
1976,, ,14,3,2015,"7,000",단독,35,,,11410,82.25,홍은동, 
1992,, ,6,3,2015,"2,000",다가구,40,,,11410,45.45,북가좌동, 
1985,, ,19,3,2015,500,다가구,35,,,11410,10,홍은동, 
1978,, ,9,4,2015,"12,000",단독,0,,,11410,75.37,북가좌동, 
1994,, ,20,4,2015,"5,000",단독,0,,,11410,33,북가좌동, 
1994,, ,29,4,2015,"7,000",다가구,0,,,11410,40.3,홍은동, 
1992,, ,21,4,2015,"15,000",단독,0,,,11410,65.34,연희동, 
1992,, ,16,4,2015,"2,000",다가구,50,,,11410,59.2,북아현동, 
1997,, ,30,4,2015,"13,000",다가구,0,,,11410,115.5,홍은동, 
1993,, ,15,4,2015,"12,000",다가구,15,,,11410,60,홍제동, 
1991,, ,7,4,2015,"6,000",다가구,40,,,11410,87.84,남가좌동, 
1985,, ,30,4,2015,"10,000",다가구,0,,,11410,80.28,북가좌동, 
1989,, ,30,4,2015,"5,000",다가구,0,,,11410,40.77,북가좌동, 
1993,, ,28,5,2015,"3,500",다가구,0,,,11410,35,북가좌동, 
1982,, ,6,5,2015,"12,000",단독,0,,,11410,46.68,북가좌동, 
1990,, ,1,5,2015,"3,000",다가구,0,,,11410,54.5,홍제동, 
1991,, ,31,5,2015,"1,000",다가구,30,,,11410,55.44,홍은동, 
1989,, ,4,5,2015,"15,000",단독,0,,,11410,80.23,홍제동, 
1993,, ,7,5,2015,"11,000",단독,0,,,11410,86.37,홍은동, 
1995,, ,30,5,2015,"16,000",다가구,0,,,11410,110.55,연희동, 
1989,, ,29,5,2015,"17,000",다가구,0,,,11410,68.85,남가좌동, 
1989,, ,18,5,2015,300,다가구,20,,,11410,15,북가좌동, 
1969,, ,15,5,2015,"1,500",단독,30,,,11410,32.63,홍제동, 
1996,, ,12,6,2015,"4,500",다가구,0,,,11410,36.46,북아현동, 
1996,, ,19,6,2015,"15,000",단독,0,,,11410,98.72,홍제동, 
1991,, ,12,6,2015,"11,000",다가구,13,,,11410,50.32,홍은동, 
,, ,5,6,2015,"8,000",다가구,40,,,11410,71.34,홍은동, 
2011,, ,15,6,2015,"5,500",다가구,0,,,11410,33,대신동, 
1989,, ,16,6,2015,"7,000",다가구,0,,,11410,78,홍제동, 
1990,, ,16,6,2015,"7,000",다가구,0,,,11410,48.01,남가좌동, 
1993,, ,1,6,2015,500,다가구,20,,,11410,33,홍은동, 
,, ,1,6,2015,"13,000",다가구,0,,,11410,49.5,연희동, 
,, ,4,6,2015,"3,000",다가구,0,,,11410,41.85,남가좌동, 
1976,, ,26,7,2015,"12,000",단독,0,,,11410,69.3,홍은동, 
1993,, ,11,7,2015,"1,000",다가구,20,,,11410,25,남가좌동, 
1993,, ,7,7,2015,"4,000",다가구,0,,,11410,13.2,홍제동, 
1990,, ,21,7,2015,"16,000",단독,0,,,11410,58.02,홍제동, 
2010,, ,10,7,2015,"5,500",다가구,0,,,11410,73.06,연희동, 
1996,, ,3,7,2015,"2,000",다가구,0,,,11410,78.53,홍제동, 
,, ,19,7,2015,"2,000",다가구,50,,,11410,19.26,북가좌동, 
2013,, ,18,7,2015,"18,000",다가구,0,,,11410,39.64,연희동, 
1997,, ,28,7,2015,"8,000",다가구,0,,,11410,52.32,남가좌동, 
1993,, ,15,7,2015,"8,000",다가구,0,,,11410,40.14,북아현동, 
1978,, ,11,8,2015,"1,000",단독,40,,,11410,63.47,북가좌동, 
1993,, ,24,8,2015,"3,000",단독,35,,,11410,39.34,천연동, 
1988,, ,1,8,2015,"9,500",다가구,0,,,11410,42.4,홍제동, 
1991,, ,7,8,2015,"8,000",다가구,0,,,11410,46.27,홍은동, 
1995,, ,14,8,2015,"3,500",다가구,0,,,11410,20,홍제동, 
1993,, ,31,8,2015,"20,000",단독,0,,,11410,114.87,홍제동, 
1991,, ,31,8,2015,"3,000",단독,15,,,11410,33,북가좌동, 
1994,, ,26,8,2015,"2,000",다가구,50,,,11410,50.75,홍은동, 
,, ,14,8,2015,"1,000",다가구,53,,,11410,53.67,북가좌동, 
1990,, ,25,8,2015,"12,000",단독,0,,,11410,50.89,홍제동, 
1994,, ,11,9,2015,"5,000",단독,130,,,11410,132.48,연희동, 
1984,, ,12,9,2015,"15,000",단독,0,,,11410,60.75,홍제동, 
1995,, ,9,9,2015,"6,000",다가구,10,,,11410,45.305,연희동, 
1990,, ,24,9,2015,"14,000",단독,0,,,11410,82.36,홍은동, 
1991,, ,24,9,2015,"15,000",다가구,0,,,11410,64.51,홍제동, 
1995,, ,24,9,2015,"9,000",다가구,0,,,11410,54,홍제동, 
1940,, ,5,9,2015,"4,000",다가구,0,,,11410,51.72,홍은동, 
1991,, ,2,9,2015,"6,000",다가구,0,,,11410,40.65,연희동, 
,, ,8,9,2015,"5,000",다가구,80,,,11410,59.99,충정로2가, 
1989,, ,19,9,2015,"3,200",단독,30,,,11410,37.68,홍은동, 
1977,, ,18,10,2015,"13,000",단독,0,,,11410,78.04,북가좌동, 
1969,, ,9,10,2015,"40,000",단독,0,,,11410,140.3,연희동, 
2012,, ,14,10,2015,"14,500",다가구,0,,,11410,75.68,남가좌동, 
1990,, ,8,10,2015,"5,000",단독,0,,,11410,40,남가좌동, 
1986,, ,13,10,2015,"4,500",단독,0,,,11410,35,홍은동, 
2004,, ,7,10,2015,"2,000",단독,30,,,11410,50.16,연희동, 
1994,, ,2,10,2015,"8,000",다가구,0,,,11410,48,홍은동, 
1990,, ,7,10,2015,500,단독,50,,,11410,56,연희동, 
1993,, ,7,10,2015,"11,000",단독,0,,,11410,49.86,홍제동, 
1979,, ,17,10,2015,"3,000",단독,50,,,11410,64.13,홍은동, 
1990,, ,3,11,2015,"6,000",단독,0,,,11410,18,창천동, 
2001,, ,14,11,2015,"33,000",다가구,0,,,11410,117.35,연희동, 
2011,, ,11,11,2015,"6,000",다가구,0,,,11410,155,남가좌동, 
1993,, ,26,11,2015,"6,500",다가구,0,,,11410,27.22,옥천동, 
2004,, ,30,11,2015,"15,000",다가구,0,,,11410,61.96,홍은동, 
1989,, ,9,11,2015,"6,500",단독,0,,,11410,38.16,북가좌동, 
2014,, ,2,11,2015,"5,000",다가구,0,,,11410,13.2,대현동, 
1993,, ,30,11,2015,"10,000",다가구,0,,,11410,53,홍은동, 
,, ,9,11,2015,"1,200",단독,90,,,11410,33,홍은동, 
1995,, ,26,11,2015,"9,500",단독,0,,,11410,46,연희동, 
1996,, ,1,12,2015,"3,000",다가구,0,,,11410,31.5,홍은동, 
1989,, ,20,12,2015,"7,000",다가구,0,,,11410,66,연희동, 
1997,, ,19,12,2015,"5,000",다가구,45,,,11410,42.97,연희동, 
1991,, ,1,12,2015,"6,000",단독,0,,,11410,36,북가좌동, 
1992,, ,13,12,2015,"8,000",단독,0,,,11410,40,북가좌동, 
1996,, ,23,12,2015,"2,000",단독,40,,,11410,44,북아현동, 
,, ,28,12,2015,"4,000",단독,20,,,11410,59.76,홍제동, 
1991,, ,14,12,2015,500,다가구,30,,,11410,39.6,북아현동, 
1971,, ,18,12,2015,"3,000",다가구,0,,,11410,30,홍은동, 
1973,, ,14,12,2015,"7,500",단독,0,,,11410,38.73,홍제동, 
1996,, ,17,1,2016,"3,000",단독,70,,,11410,81.03,홍제동, 
1994,, ,10,1,2016,"5,000",다가구,0,,,11410,40.4,연희동, 
,, ,26,1,2016,"1,000",단독,45,,,11410,20,홍은동, 
2015,, ,26,1,2016,"1,000",다가구,45,,,11410,20,홍은동, 
1989,, ,28,1,2016,"5,000",단독,0,,,11410,41.15,연희동, 
1997,, ,5,1,2016,"15,000",단독,0,,,11410,54.92,연희동, 
1990,, ,16,1,2016,"14,000",단독,0,,,11410,60.61,남가좌동, 
1991,, ,15,1,2016,"5,500",단독,0,,,11410,42.9,홍은동, 
1992,, ,10,1,2016,"5,000",단독,15,,,11410,30,옥천동, 
2000,, ,6,1,2016,"7,000",다가구,0,,,11410,33.87,창천동, 
1992,, ,17,2,2016,"6,500",다가구,0,,,11410,52.8,홍은동, 
1990,, ,3,2,2016,"7,500",단독,0,,,11410,37.15,연희동, 
1994,, ,16,2,2016,"2,000",다가구,30,,,11410,30,홍은동, 
1971,, ,11,2,2016,500,단독,25,,,11410,29,홍은동, 
1994,, ,23,2,2016,"8,000",다가구,0,,,11410,53.5,홍제동, 
1995,, ,1,2,2016,800,다가구,28,,,11410,26.5,홍제동, 
2010,, ,11,2,2016,"1,000",다가구,52,,,11410,16,창천동, 
2006,, ,25,2,2016,"6,500",다가구,45,,,11410,42,창천동, 
2011,, ,21,2,2016,"6,000",다가구,28,,,11410,143.61,창천동, 
1997,, ,13,2,2016,"3,000",다가구,50,,,11410,55,북아현동, 
2004,, ,10,3,2016,"15,000",다가구,0,,,11410,66,홍은동, 
1991,, ,1,3,2016,"2,000",다가구,55,,,11410,50,북가좌동, 
1989,, ,1,3,2016,500,다가구,35,,,11410,30,홍제동, 
2016,, ,11,3,2016,"8,000",다가구,40,,,11410,40,북가좌동, 
2009,, ,28,3,2016,"5,000",단독,0,,,11410,27.02,연희동, 
1967,, ,22,3,2016,"15,000",다가구,0,,,11410,73.58,홍은동, 
1991,, ,26,3,2016,"8,000",단독,0,,,11410,36.57,홍은동, 
1968,, ,23,3,2016,"7,000",단독,0,,,11410,34.8,홍제동, 
1992,, ,28,3,2016,"1,000",단독,45,,,11410,40.975,홍제동, 
1977,, ,30,3,2016,"39,500",단독,0,,,11410,161.4,북가좌동, 
2002,, ,16,4,2016,"10,000",다가구,40,,,11410,63.46,천연동, 
1991,, ,14,4,2016,"3,000",다가구,0,,,11410,35,홍은동, 
2012,, ,30,4,2016,"7,000",다가구,0,,,11410,18,홍제동, 
1991,, ,23,4,2016,"7,000",다가구,0,,,11410,42.54,홍제동, 
1993,, ,15,4,2016,"8,000",다가구,0,,,11410,49.86,홍제동, 
1989,, ,14,4,2016,"11,000",단독,0,,,11410,80.47,홍은동, 
1968,, ,29,4,2016,"14,500",단독,0,,,11410,56.79,홍제동, 
1995,, ,18,4,2016,"3,200",다가구,23,,,11410,55.65,홍은동, 
1988,, ,19,4,2016,"15,000",단독,0,,,11410,57,홍제동, 
1988,, ,21,4,2016,"6,000",단독,0,,,11410,44.51,홍은동, 
1994,, ,9,5,2016,"15,500",다가구,0,,,11410,53,충정로3가, 
1991,, ,13,5,2016,"6,000",다가구,0,,,11410,34.44,홍은동, 
1983,, ,21,5,2016,"2,000",단독,70,,,11410,69.93,연희동, 
1974,, ,28,5,2016,"15,000",단독,0,,,11410,78.36,홍은동, 
1998,, ,24,5,2016,"5,000",단독,0,,,11410,55.67,연희동, 
1976,, ,18,5,2016,"2,000",단독,40,,,11410,48,홍은동, 
1986,, ,16,5,2016,"12,000",단독,0,,,11410,61.11,홍은동, 
1990,, ,27,5,2016,"7,000",단독,0,,,11410,44.44,홍은동, 
1998,, ,13,5,2016,"15,000",다가구,0,,,11410,95,남가좌동, 
1991,, ,10,5,2016,"4,000",다가구,0,,,11410,33.165,홍제동, 
2011,, ,26,6,2016,"4,500",다가구,0,,,11410,19.8,남가좌동, 
2001,, ,6,6,2016,"2,000",다가구,35,,,11410,23.1,창천동, 
1995,, ,27,6,2016,"5,000",다가구,0,,,11410,28,연희동, 
1994,, ,7,6,2016,"6,000",다가구,0,,,11410,27.38,홍제동, 
1995,, ,30,6,2016,"1,000",다가구,55,,,11410,26,창천동, 
1976,, ,1,6,2016,"21,000",단독,0,,,11410,73.39,북가좌동, 
1997,, ,30,6,2016,"7,000",다가구,35,,,11410,59.4,남가좌동, 
1996,, ,1,6,2016,"4,000",다가구,40,,,11410,58,홍은동, 
1992,, ,14,6,2016,"2,000",다가구,50,,,11410,44.82,홍제동, 
1998,, ,2,6,2016,"4,000",단독,10,,,11410,19.8,대신동, 
1953,, ,23,7,2016,"18,000",다가구,0,,,11410,50.94,북아현동, 
1990,, ,18,7,2016,"8,000",다가구,0,,,11410,79.13,홍은동, 
,, ,20,7,2016,"3,500",다가구,0,,,11410,26.45,홍제동, 
1974,, ,16,7,2016,"20,000",단독,0,,,11410,51.77,연희동, 
1981,, ,30,7,2016,"5,000",단독,50,,,11410,49.92,홍제동, 
1988,, ,31,7,2016,"7,000",단독,10,,,11410,49.24,남가좌동, 
1993,, ,29,7,2016,"6,800",다가구,0,,,11410,50.15,홍은동, 
1993,, ,20,7,2016,"8,000",다가구,10,,,11410,48.78,홍제동, 
1940,, ,4,7,2016,"8,000",다가구,0,,,11410,51.72,홍은동, 
1994,, ,20,7,2016,"1,500",다가구,30,,,11410,50,홍제동, 
1984,, ,17,8,2016,"4,000",단독,0,,,11410,17,남가좌동, 
1995,, ,31,8,2016,"3,500",다가구,0,,,11410,34.97,홍제동, 
2001,, ,26,8,2016,"12,000",단독,0,,,11410,52.53,홍제동, 
1994,, ,6,8,2016,"2,000",다가구,30,,,11410,30,홍은동, 
1979,, ,11,8,2016,"13,000",다가구,0,,,11410,30.41,홍제동, 
2003,, ,19,8,2016,"6,000",단독,0,,,11410,12,홍은동, 
1984,, ,17,8,2016,"3,000",다가구,0,,,11410,63.32,홍제동, 
1993,, ,2,8,2016,"1,000",다가구,40,,,11410,30,홍제동, 
2004,, ,30,8,2016,"4,000",다가구,30,,,11410,30,창천동, 
1990,, ,19,8,2016,"1,000",다가구,30,,,11410,13.2,창천동, 
2012,, ,26,9,2016,"13,000",다가구,0,,,11410,56,연희동, 
1992,, ,1,9,2016,"9,500",다가구,0,,,11410,52.8,홍은동, 
1990,, ,29,9,2016,"14,000",단독,0,,,11410,132.03,창천동, 
2014,, ,10,9,2016,"19,000",다가구,0,,,11410,33,연희동, 
1997,, ,24,9,2016,"13,000",다가구,0,,,11410,42.9,연희동, 
1999,, ,28,9,2016,"13,000",다가구,0,,,11410,40,홍제동, 
1989,, ,29,9,2016,"5,500",단독,0,,,11410,27,연희동, 
,, ,8,9,2016,"6,000",다가구,0,,,11410,23,창천동, 
1992,, ,2,9,2016,"13,000",다가구,0,,,11410,57.42,연희동, 
2008,, ,5,9,2016,"13,500",다가구,0,,,11410,40,연희동, 
1991,, ,11,10,2016,"7,000",다가구,0,,,11410,39,홍제동, 
1995,, ,20,10,2016,"25,000",다가구,0,,,11410,158.4,홍은동, 
1977,, ,17,10,2016,"16,000",단독,0,,,11410,77.02,홍은동, 
2016,, ,3,10,2016,"21,000",단독,0,,,11410,35.7,홍은동, 
1997,, ,25,10,2016,"13,000",다가구,0,,,11410,71.92,홍은동, 
1975,, ,30,10,2016,"10,000",단독,10,,,11410,120.3,홍은동, 
1990,, ,24,10,2016,"2,500",단독,60,,,11410,64,창천동, 
1997,, ,19,10,2016,"10,000",다가구,0,,,11410,178.88,창천동, 
1985,, ,13,10,2016,"12,000",다가구,0,,,11410,54.63,홍은동, 
1992,, ,21,10,2016,"6,000",다가구,0,,,11410,205,홍은동, 
1989,, ,7,11,2016,"16,000",다가구,0,,,11410,76.87,북아현동, 
2001,, ,5,11,2016,500,다가구,40,,,11410,15,홍은동, 
2003,, ,14,11,2016,50,다가구,17,,,11410,54.52,홍은동, 
1992,, ,22,11,2016,"6,000",다가구,0,,,11410,39.9,홍제동, 
1991,, ,23,11,2016,"3,000",단독,0,,,11410,25,연희동, 
1971,, ,11,11,2016,"3,000",단독,20,,,11410,66,홍은동, 
1993,, ,16,11,2016,"4,500",다가구,0,,,11410,48.24,홍은동, 
1988,, ,9,11,2016,100,다가구,60,,,11410,19,대현동, 
1990,, ,8,11,2016,"5,000",단독,0,,,11410,42.95,연희동, 
1994,, ,26,11,2016,500,다가구,45,,,11410,20,창천동, 
1997,, ,13,12,2016,"9,000",다가구,0,,,11410,33,창천동, 
1991,, ,26,12,2016,"2,000",다가구,40,,,11410,45,홍제동, 
1972,, ,26,12,2016,"7,000",다가구,0,,,11410,50,홍제동, 
2003,, ,6,12,2016,"1,000",다가구,43,,,11410,20,홍은동, 
1991,, ,23,12,2016,"3,000",다가구,0,,,11410,35.57,홍은동, 
1991,, ,23,12,2016,"2,000",다가구,0,,,11410,35.57,홍은동, 
1997,, ,15,12,2016,"6,300",다가구,25,,,11410,30,연희동, 
1993,, ,15,12,2016,"1,000",다가구,47,,,11410,45.69,홍은동, 
2016,, ,1,12,2016,"22,000",다가구,0,,,11410,61.41,홍제동, 
1996,, ,10,12,2016,"7,000",다가구,30,,,11410,71.82,남가좌동, 
1975,, ,4,1,2017,"26,000",다가구,0,,,11410,76.75,연희동, 
1990,, ,7,1,2017,"4,200",다가구,0,,,11410,29.05,홍은동, 
